Date,Open,High,Low,Close,Adj Close,Volume
2012-05-18,42.04999923706055,45.0,38.0,38.22999954223633,38.02140808105469,573576400.0
2012-05-21,36.52999877929688,36.65999984741211,33.0,34.029998779296875,33.844322204589844,168192700.0
2012-05-22,32.61000061035156,33.59000015258789,30.940000534057617,31.0,30.830860137939453,101786600.0
2012-05-23,31.3700008392334,32.5,31.36000061035156,32.0,31.82540512084961,73600000.0
2012-05-24,32.95000076293945,33.209999084472656,31.770000457763672,33.029998779296875,32.84977722167969,50237200.0
2012-05-25,32.900001525878906,32.95000076293945,31.11000061035156,31.90999984741211,31.73589515686035,37149800.0
2012-05-29,31.479999542236328,31.690000534057617,28.649999618530277,28.84000015258789,28.68264579772949,78063400.0
2012-05-30,28.700000762939453,29.549999237060547,27.86000061035156,28.190000534057617,28.03619384765625,57267900.0
2012-05-31,28.549999237060547,29.670000076293945,26.82999992370605,29.600000381469727,29.43849754333496,111639200.0
2012-06-01,28.88999938964844,29.149999618530277,27.38999938964844,27.71999931335449,27.568756103515625,41855500.0
2012-06-04,27.200000762939453,27.649999618530277,26.440000534057617,26.899999618530277,26.75322914123535,35230300.0
2012-06-05,26.700000762939453,27.76000022888184,25.75,25.8700008392334,25.728853225708008,42473400.0
2012-06-06,26.06999969482422,27.170000076293945,25.520000457763672,26.809999465942383,26.663721084594727,61489200.0
2012-06-07,27.0,27.350000381469727,26.149999618530277,26.309999465942383,26.16644859313965,26159500.0
2012-06-08,26.549999237060547,27.76000022888184,26.440000534057617,27.100000381469727,26.95213890075684,38034000.0
2012-06-11,27.18000030517578,28.06999969482422,26.84000015258789,27.01000022888184,26.86263084411621,28219600.0
2012-06-12,27.479999542236328,27.770000457763672,26.959999084472656,27.399999618530277,27.25050163269043,15816800.0
2012-06-13,27.65999984741211,28.100000381469727,27.100000381469727,27.270000457763672,27.1212100982666,17102800.0
2012-06-14,27.649999618530277,28.31999969482422,27.3799991607666,28.290000915527344,28.135648727416992,16855000.0
2012-06-15,28.51000022888184,30.100000381469727,28.350000381469727,30.01000022888184,29.846263885498047,43563800.0
2012-06-18,29.959999084472656,32.08000183105469,29.40999984741211,31.40999984741211,31.23862075805664,42978900.0
2012-06-19,31.540000915527344,32.18000030517578,30.700000762939453,31.90999984741211,31.73589515686035,30849000.0
2012-06-20,31.920000076293945,31.93000030517578,31.149999618530277,31.600000381469727,31.42758560180664,15553600.0
2012-06-21,31.670000076293945,32.5,31.51000022888184,31.84000015258789,31.66628074645996,21875300.0
2012-06-22,32.40999984741211,33.45000076293945,32.060001373291016,33.04999923706055,32.86967086791992,74834000.0
2012-06-25,32.86000061035156,33.02000045776367,31.549999237060547,32.060001373291016,31.88507843017578,24352900.0
2012-06-26,32.689998626708984,33.439998626708984,32.5,33.099998474121094,32.91939926147461,24858700.0
2012-06-27,32.459999084472656,32.900001525878906,31.899999618530277,32.22999954223633,32.05415344238281,28568000.0
2012-06-28,31.959999084472656,32.189998626708984,30.899999618530277,31.36000061035156,31.188894271850582,17713300.0
2012-06-29,31.920000076293945,31.989999771118164,30.76000022888184,31.100000381469727,30.93031311035156,19526900.0
2012-07-02,31.25,31.729999542236328,30.549999237060547,30.770000457763672,30.60211563110352,14122000.0
2012-07-03,30.90999984741211,31.440000534057617,30.799999237060547,31.200000762939453,31.029769897460938,8763600.0
2012-07-05,31.31999969482422,31.6299991607666,31.020000457763672,31.46999931335449,31.29829406738281,10032100.0
2012-07-06,31.440000534057617,31.899999618530277,31.26000022888184,31.729999542236328,31.5568790435791,10945600.0
2012-07-09,32.099998474121094,32.880001068115234,31.989999771118164,32.16999816894531,31.994474411010746,17785200.0
2012-07-10,32.43000030517578,32.47999954223633,31.15999984741211,31.46999931335449,31.29829406738281,14269500.0
2012-07-11,31.479999542236328,31.559999465942383,30.549999237060547,30.96999931335449,30.801023483276367,13030300.0
2012-07-12,30.700000762939453,31.399999618530277,30.600000381469727,30.809999465942383,30.641895294189453,11300700.0
2012-07-13,31.040000915527344,31.06999969482422,30.559999465942383,30.71999931335449,30.552387237548828,8108300.0
2012-07-16,30.5,30.5,28.209999084472656,28.25,28.095867156982425,24672100.0
2012-07-17,28.479999542236328,28.59000015258789,27.149999618530277,28.09000015258789,27.93673515319824,30438600.0
2012-07-18,28.309999465942383,29.290000915527344,28.149999618530277,29.11000061035156,28.951171875,16841800.0
2012-07-19,29.40999984741211,29.5,28.6299991607666,29.0,28.841772079467773,13685100.0
2012-07-20,29.0,29.46999931335449,28.71999931335449,28.76000022888184,28.60308265686035,11869100.0
2012-07-23,28.1200008392334,29.0,28.01000022888184,28.75,28.593135833740234,12390700.0
2012-07-24,28.81999969482422,29.450000762939453,28.100000381469727,28.450000762939453,28.294775009155277,11539800.0
2012-07-25,28.38999938964844,29.489999771118164,28.07999992370605,29.34000015258789,29.179920196533203,17230200.0
2012-07-26,27.75,28.229999542236328,26.729999542236328,26.850000381469727,26.703502655029297,64597400.0
2012-07-27,23.190000534057617,24.540000915527344,22.280000686645508,23.709999084472656,23.58063316345215,123102300.0
2012-07-30,24.0,24.040000915527344,23.030000686645508,23.149999618530277,23.02368927001953,29285900.0
2012-07-31,23.3700008392334,23.3700008392334,21.61000061035156,21.709999084472656,21.5915470123291,56179400.0
2012-08-01,21.5,21.57999992370605,20.84000015258789,20.8799991607666,20.766075134277344,44604400.0
2012-08-02,20.770000457763672,20.84000015258789,19.81999969482422,20.040000915527344,19.93066024780273,56374500.0
2012-08-03,20.36000061035156,22.15999984741211,19.899999618530277,21.09000015258789,20.974931716918945,80647000.0
2012-08-06,21.38999938964844,22.149999618530277,21.299999237060547,21.920000076293945,21.80040168762207,27778900.0
2012-08-07,22.200000762939453,22.450000762939453,20.5,20.71999931335449,20.606948852539062,36782900.0
2012-08-08,20.709999084472656,21.149999618530277,20.21999931335449,20.71999931335449,20.606948852539062,29537400.0
2012-08-09,20.75,21.170000076293945,20.61000061035156,21.01000022888184,20.89536666870117,15610700.0
2012-08-10,21.40999984741211,21.81999969482422,21.1299991607666,21.809999465942383,21.691001892089844,25794700.0
2012-08-13,22.149999618530277,22.450000762939453,21.399999618530277,21.600000381469727,21.482147216796875,24973100.0
2012-08-14,21.40999984741211,21.600000381469727,20.25,20.3799991607666,20.268800735473636,39308800.0
2012-08-15,20.63999938964844,21.40999984741211,20.399999618530277,21.200000762939453,21.08432960510254,47861100.0
2012-08-16,20.440000534057617,20.479999542236328,19.690000534057617,19.8700008392334,19.761587142944336,157565300.0
2012-08-17,20.01000022888184,20.07999992370605,19.0,19.049999237060547,18.946060180664062,129293400.0
2012-08-20,19.049999237060547,20.1299991607666,18.75,20.01000022888184,19.90082550048828,101186600.0
2012-08-21,19.57999992370605,19.979999542236328,19.09000015258789,19.15999984741211,19.055458068847656,70640600.0
2012-08-22,19.36000061035156,19.530000686645508,18.959999084472656,19.440000534057617,19.333932876586918,49892200.0
2012-08-23,19.5,19.729999542236328,19.36000061035156,19.440000534057617,19.333932876586918,32813700.0
2012-08-24,19.520000457763672,19.68000030517578,19.25,19.40999984741211,19.30409812927246,29622200.0
2012-08-27,19.489999771118164,19.530000686645508,19.100000381469727,19.149999618530277,19.045515060424805,20704000.0
2012-08-28,19.100000381469727,19.3799991607666,18.950000762939453,19.34000015258789,19.23448181152344,25417000.0
2012-08-29,19.31999969482422,19.3799991607666,19.06999969482422,19.100000381469727,18.99578857421875,16124700.0
2012-08-30,19.270000457763672,19.450000762939453,19.059999465942383,19.09000015258789,18.98583984375,30647500.0
2012-08-31,18.68000030517578,18.700000762939453,18.030000686645508,18.059999465942383,17.961458206176758,58764200.0
2012-09-04,18.07999992370605,18.270000457763672,17.549999237060547,17.729999542236328,17.633262634277344,46622400.0
2012-09-05,18.270000457763672,18.75,18.18000030517578,18.57999992370605,18.478626251220703,60781800.0
2012-09-06,18.739999771118164,19.26000022888184,18.71999931335449,18.959999084472656,18.85655212402344,46066500.0
2012-09-07,19.100000381469727,19.420000076293945,18.780000686645508,18.979999542236328,18.876440048217773,36371700.0
2012-09-10,19.059999465942383,19.200000762939453,18.549999237060547,18.809999465942383,18.707368850708008,24797800.0
2012-09-11,18.920000076293945,19.57999992370605,18.850000381469727,19.43000030517578,19.323989868164062,50508200.0
2012-09-12,20.76000022888184,21.15999984741211,20.280000686645508,20.93000030517578,20.81580352783203,121584000.0
2012-09-13,20.959999084472656,21.479999542236328,20.61000061035156,20.709999084472656,20.597002029418945,65041600.0
2012-09-14,21.1299991607666,22.07999992370605,20.899999618530277,22.0,21.879966735839844,72819800.0
2012-09-17,22.670000076293945,22.75,21.5,21.520000457763672,21.4025821685791,50667600.0
2012-09-18,21.600000381469727,21.979999542236328,21.3700008392334,21.8700008392334,21.75067710876465,36760500.0
2012-09-19,21.989999771118164,23.3700008392334,21.770000457763672,23.290000915527344,23.16292762756348,78782800.0
2012-09-20,23.020000457763672,23.239999771118164,22.540000915527344,22.59000015258789,22.466745376586918,57248900.0
2012-09-21,22.96999931335449,23.239999771118164,22.600000381469727,22.86000061035156,22.735275268554688,51218100.0
2012-09-24,21.780000686645508,21.979999542236328,20.36000061035156,20.790000915527344,20.67656898498535,79106500.0
2012-09-25,21.200000762939453,21.209999084472656,20.21999931335449,20.280000686645508,20.16935157775879,46291700.0
2012-09-26,20.149999618530277,20.780000686645508,19.799999237060547,20.6200008392334,20.507495880126957,38271900.0
2012-09-27,20.989999771118164,21.0,20.15999984741211,20.31999969482422,20.209129333496094,30215900.0
2012-09-28,20.56999969482422,21.950000762939453,20.5,21.65999984741211,21.54182243347168,65486000.0
2012-10-01,22.07999992370605,22.59000015258789,21.729999542236328,21.989999771118164,21.870019912719727,51262700.0
2012-10-02,22.07999992370605,22.489999771118164,21.81999969482422,22.270000457763672,22.14849281311035,29341400.0
2012-10-03,22.299999237060547,22.489999771118164,21.799999237060547,21.82999992370605,21.710893630981445,32000100.0
2012-10-04,22.31999969482422,22.399999618530277,21.40999984741211,21.950000762939453,21.830242156982425,46892100.0
2012-10-05,21.489999771118164,21.6299991607666,20.8799991607666,20.90999984741211,20.7959098815918,40529300.0
2012-10-08,20.399999618530277,20.75,20.15999984741211,20.399999618530277,20.288694381713867,32236700.0
2012-10-09,20.38999938964844,20.549999237060547,19.96999931335449,20.229999542236328,20.11962127685547,27161800.0
2012-10-10,19.93000030517578,19.940000534057617,19.450000762939453,19.63999938964844,19.532838821411133,39321800.0
2012-10-11,19.8799991607666,19.959999084472656,19.61000061035156,19.75,19.642240524291992,21817300.0
2012-10-12,19.75,19.799999237060547,19.479999542236328,19.520000457763672,19.41349983215332,18809400.0
2012-10-15,19.68000030517578,19.8799991607666,19.489999771118164,19.520000457763672,19.41349983215332,20189700.0
2012-10-16,19.68000030517578,19.690000534057617,19.299999237060547,19.479999542236328,19.37371635437012,21834700.0
2012-10-17,19.5,20.479999542236328,19.3700008392334,19.8799991607666,19.77153205871582,44074500.0
2012-10-18,19.700000762939453,19.790000915527344,18.88999938964844,18.979999542236328,18.876440048217773,52157400.0
2012-10-19,19.0,19.059999465942383,18.799999237060547,19.0,18.89633178710937,34835000.0
2012-10-22,19.200000762939453,19.43000030517578,19.049999237060547,19.31999969482422,19.214588165283203,32447300.0
2012-10-23,19.25,19.799999237060547,19.100000381469727,19.5,19.39360618591309,78381200.0
